Ticker,Date,open,high,low,close,volume
NVDA,2020-01-02,238.75,239.91,236.72,239.91,5941969.0
NVDA,2020-01-03,235.1,237.83,234.1,236.07,5144308.0
NVDA,2020-01-06,232.32,237.27,231.27,237.06,6572812.0
NVDA,2020-01-07,238.2,241.77,236.39,239.93,7980144.0
NVDA,2020-01-08,239.76,242.04,238.15,240.38,6931017.0
NVDA,2020-01-09,243.85,245.93,240.86,243.02,6386053.0
NVDA,2020-01-10,247.33,248.55,243.75,244.32,7911560.0
NVDA,2020-01-13,247.66,252.99,246.75,251.98,8008451.0
NVDA,2020-01-14,250.26,251.28,246.75,247.28,8989483.0
NVDA,2020-01-15,247.79,248.69,244.53,245.57,6577636.0
NVDA,2020-01-16,247.72,249.17,246.78,248.93,7104791.0
NVDA,2020-01-17,249.7,250.0,247.37,249.28,6344764.0
NVDA,2020-01-21,247.81,249.29,246.57,247.94,5447925.0
NVDA,2020-01-22,249.76,253.59,249.0,250.05,5980967.0
NVDA,2020-01-23,251.72,253.2,248.15,252.86,6112861.0
NVDA,2020-01-24,257.5,259.5,248.3,250.48,9337839.0
NVDA,2020-01-27,238.24,242.25,232.23,240.2,11763354.0
NVDA,2020-01-28,242.85,249.27,240.71,247.97,7774401.0
NVDA,2020-01-29,247.39,248.84,243.94,245.54,6486279.0
NVDA,2020-01-30,241.61,246.35,239.4,245.81,7262590.0
NVDA,2020-01-31,243.97,244.45,234.75,236.43,9260493.0
NVDA,2020-02-03,235.7,241.11,235.45,240.33,6398205.0
NVDA,2020-02-04,246.03,247.9,244.02,247.13,6788589.0
NVDA,2020-02-05,251.99,252.4,247.41,250.76,5205502.0
NVDA,2020-02-06,252.14,254.25,248.88,254.25,5457051.0
NVDA,2020-02-07,252.64,253.53,250.57,251.59,4743803.0
NVDA,2020-02-10,252.5,263.0,252.3,262.97,13240194.0
NVDA,2020-02-11,267.32,272.5,264.83,267.89,15963922.0
NVDA,2020-02-12,270.01,272.8,268.45,272.54,9366118.0
NVDA,2020-02-13,270.21,273.48,269.11,270.78,13200384.0
NVDA,2020-02-14,287.26,294.97,286.0,289.79,26048093.0
NVDA,2020-02-18,285.64,297.31,284.86,296.57,15547025.0
NVDA,2020-02-19,301.49,315.41,301.49,314.7,17358281.0
NVDA,2020-02-20,312.77,316.32,296.35,308.7,20251259.0
NVDA,2020-02-21,304.19,305.2,290.66,294.07,19232331.0
NVDA,2020-02-24,270.19,281.87,268.0,273.28,21422873.0
NVDA,2020-02-25,276.3,278.79,257.96,262.05,26387442.0
NVDA,2020-02-26,262.06,275.45,262.0,267.65,18741536.0
NVDA,2020-02-27,254.9,267.0,248.89,252.6,22660373.0
NVDA,2020-02-28,242.46,272.46,241.79,270.07,28366882.0
NVDA,2020-03-02,276.9,277.59,261.0,276.43,22268639.0
NVDA,2020-03-03,278.67,281.07,262.46,265.89,16319828.0
NVDA,2020-03-04,270.2,284.89,267.2,284.51,14935184.0
NVDA,2020-03-05,276.5,283.2,271.5,273.29,13508187.0
NVDA,2020-03-06,266.08,268.39,258.0,266.04,12885307.0
NVDA,2020-03-09,239.9,259.4,238.18,245.44,15353960.0
NVDA,2020-03-10,256.54,261.08,245.99,261.08,14516218.0
NVDA,2020-03-11,255.46,256.6,242.57,246.47,12551693.0
NVDA,2020-03-12,225.46,236.12,215.8,216.31,20413535.0
NVDA,2020-03-13,230.5,241.02,219.61,240.84,15870943.0
NVDA,2020-03-16,212.41,226.1,194.0,196.4,18174303.0
NVDA,2020-03-17,200.91,220.86,191.0,217.27,20840799.0
NVDA,2020-03-18,200.1,209.94,180.68,202.82,21856657.0
NVDA,2020-03-19,202.26,216.73,193.39,212.97,19137847.0
NVDA,2020-03-20,219.0,230.32,205.13,205.75,20115854.0
NVDA,2020-03-23,205.71,216.48,198.52,212.69,16096866.0
NVDA,2020-03-24,229.0,252.66,228.05,249.18,27541095.0
NVDA,2020-03-25,253.8,261.82,243.66,245.62,19835767.0
NVDA,2020-03-26,253.94,262.22,250.0,257.24,17439692.0
NVDA,2020-03-27,250.0,263.12,248.68,252.73,15970744.0
NVDA,2020-03-30,255.36,265.96,253.59,265.59,15056253.0
NVDA,2020-03-31,267.2,275.4,257.75,263.6,23749014.0
NVDA,2020-04-01,255.65,261.53,241.28,243.07,16422828.0
NVDA,2020-04-02,244.24,256.0,242.31,255.47,16894113.0
NVDA,2020-04-03,253.96,255.63,238.39,243.91,16580346.0
NVDA,2020-04-06,255.24,269.88,252.93,268.4,18197062.0
NVDA,2020-04-07,277.3,278.25,257.3,259.03,19613047.0
NVDA,2020-04-08,263.41,267.95,260.6,266.95,13561113.0
NVDA,2020-04-09,272.0,272.92,260.42,262.95,13156195.0
NVDA,2020-04-13,260.55,270.2,257.0,269.85,9960182.0
NVDA,2020-04-14,275.0,285.32,273.89,283.95,13273667.0
NVDA,2020-04-15,277.2,284.17,275.38,280.84,9153721.0
NVDA,2020-04-16,287.08,299.0,286.55,294.7,18640510.0
NVDA,2020-04-17,298.0,298.86,286.94,292.32,13478049.0
NVDA,2020-04-20,287.24,293.5,285.27,287.05,11234705.0
NVDA,2020-04-21,282.31,284.77,267.11,269.51,18378996.0
NVDA,2020-04-22,277.23,287.87,275.4,286.15,12118228.0
NVDA,2020-04-23,287.84,293.14,283.0,284.01,10603988.0
NVDA,2020-04-24,283.6,289.67,280.6,289.59,8816137.0
NVDA,2020-04-27,294.99,303.5,294.0,297.08,11984699.0
NVDA,2020-04-28,303.0,304.2,291.14,291.36,11072603.0
NVDA,2020-04-29,296.77,300.58,293.75,298.46,9479047.0
